term,jsd,count_early,count_modern,neighbours,scaled_jsd
plumbing,0.9422317238510876,7,2238,2568,0.9524922118380063
thd,0.9595286152549747,1086,9,1360,0.9522058823529411
lit,0.9137858583477539,333,3667,3324,0.9521660649819494
freak,0.9391790087219151,36,2700,2940,0.9520408163265306
companies,0.8424652024097312,345,3655,1000,0.952
scores,0.8832097035729154,15,3985,2011,0.9517652909000497
mailer,0.952302897746233,836,642,1837,0.9515514425694066
boring,0.9187780426552191,88,3912,3816,0.9515199161425576
slacks,0.9518985298281579,21,1693,2099,0.9514054311576942
quiz,0.9483030627970671,15,1886,2262,0.9513704686118479
tattoo,0.937132510577311,46,2975,3104,0.9513530927835051
counselor,0.9136470502918248,4,3996,3863,0.9513331607558893
yen,0.9495488329661974,66,1708,2153,0.9512308406874129
styles,0.9157436677775632,89,3911,3629,0.9512262331220722
editing,0.9300791115472248,6,3841,3462,0.9511842865395725
right,0.6888554137675604,756,3244,163,0.950920245398773
documentary,0.9124945856564193,80,3920,3830,0.9509138381201044
lounge,0.9245689191429011,24,3976,3715,0.9507402422611037
fats,0.938195206106155,87,2531,2859,0.950682056663169
vic,0.9486977888703606,103,1765,2226,0.9505840071877808
stm,0.9711239458997503,19,220,303,0.9504950495049505
coach,0.8739348858925962,165,3835,1514,0.9504623513870541
sponsorship,0.9499504611570752,3,1746,2130,0.9502347417840376
peer,0.9105484506880723,78,3922,3253,0.9501998155548724
sports,0.8750300033814351,47,3953,1742,0.9500574052812859
fibers,0.931050176155492,5,3403,3295,0.9499241274658573
specialty,0.9177905532917231,131,3869,3807,0.9498292618859995
developing,0.8937080508555211,8,3992,2171,0.9497927222478121
organizations,0.8944565254678213,4,3996,2226,0.949685534591195
reagan,0.9118100800427463,5,3995,3410,0.9495601173020528
settings,0.911500824329087,2,3998,3329,0.9495343947131271
user,0.9123277188738131,14,3986,3445,0.9492017416545718
intensive,0.9134452833695201,4,3996,3814,0.9491347666491872
populations,0.9046367892297973,2,3998,3135,0.94896331738437
activities,0.87171599798848,5,3995,1489,0.948959032907992
mit,0.9275305391756682,282,3452,3426,0.9489200233508465
responses,0.9000636276702169,14,3986,2631,0.9486887115165337
mediated,0.9340460268087707,22,2823,3014,0.9485733244857333
creative,0.9031202841201865,23,3977,2755,0.9484573502722323
immune,0.914086129800424,3,3997,3799,0.9484074756514872
respondents,0.9031204311565639,22,3978,3101,0.9484037407287972
billing,0.9405802672906538,133,2034,2498,0.9483586869495596
eric,0.9033298746546355,15,3985,3154,0.9483195941661382
backing,0.9150644838489164,11,3989,3808,0.948266806722689
corp,0.9102410663317294,29,3971,3300,0.9481818181818182
workshops,0.9146042954454933,20,3980,3801,0.9479084451460142
problem,0.840351254941639,12,3988,726,0.9476584022038568
textual,0.9337281555061367,8,2632,2877,0.9475147723322905
empirical,0.9088157109084274,13,3987,3863,0.947450168263008
tramp,0.9655314822324892,7,608,780,0.9474358974358974
script,0.9115713268937556,54,3946,3820,0.9473821989528796
fame,0.8593494181861544,3391,609,1156,0.9472318339100346
everyday,0.9107963850717294,8,3992,3641,0.9469925844548202
study,0.8086371844852674,129,3871,415,0.946987951807229
formulation,0.9340752718627219,4,2424,2725,0.9467889908256881
regime,0.9021483066829221,10,3990,2982,0.9466800804828974
marker,0.9242952025319822,49,3697,3430,0.9463556851311954
collapse,0.9106663365461012,8,3992,3638,0.9461242440901594
rocket,0.9063564103532561,36,3964,3821,0.9460874116723371
want,0.7289625064713903,440,3560,238,0.9453781512605042
jeans,0.9057648066158399,148,3852,3523,0.9452171444791371
anglos,0.9666363419889985,4,368,473,0.945031712473573
producer,0.9087318973234462,8,3992,3591,0.9448621553884712
enrollment,0.9045480205278615,56,3944,3824,0.9448221757322176
charlie,0.8996196327258226,2,3998,3203,0.9447393068997815
quantum,0.909423529073184,395,3605,3797,0.9446931788253885
truck,0.891200990724978,20,3980,2449,0.944467129440588
gt,0.9039459081230731,61,3939,3383,0.9444280224652675
workers,0.8614606401678518,9,3991,1309,0.9442322383498855
plus,0.869110324034834,84,3916,1899,0.9441811479726172
pac,0.9270024466237516,61,3134,3187,0.944148101663006
switches,0.9298341487144216,14,2876,3040,0.944078947368421
nervously,0.9239518395053818,8,3377,3288,0.9440389294403893
relay,0.927181413660774,18,3199,3197,0.9440100093837973
context,0.8760159865684709,50,3950,2161,0.944007403979639
subscriber,0.8962704044585649,3602,398,3018,0.9440026507620941
teens,0.9069519077717396,23,3977,3820,0.943979057591623
samplers,0.9686756811792948,3,262,339,0.943952802359882
topping,0.930831615711513,43,2533,2834,0.9438955539872971
hs,0.9148962584504337,334,3666,3687,0.9438567941415785
recipes,0.9045042141827782,5,3995,3863,0.9438260419363189
brandon,0.9143721687254481,45,3955,3720,0.9438172043010753
hospice,0.9479675927724533,3,1632,2010,0.9437810945273631
bush,0.8664533207438916,93,3907,1405,0.9437722419928826
laundry,0.9091729502597966,8,3992,3805,0.9437582128777924
1999,0.8707129738449432,1,3999,1979,0.9434057604850935
sss,0.9730488552480075,19,138,194,0.9432989690721649
bucks,0.9056535016432865,1422,2578,3632,0.9432819383259912
facility,0.898565139248615,379,3621,2916,0.9430727023319616
flip,0.9061676005401207,137,3863,3823,0.9429767198535182
pursed,0.952012943394854,6,1107,1383,0.9428778018799711
mobile,0.9029370392857998,90,3910,3425,0.9427737226277372
percentage,0.8942639417194603,4,3996,2669,0.9426751592356688
isabelle,0.9510200796802047,14,1162,1462,0.9425444596443229
infections,0.9036050733379065,15,3985,3826,0.9424986931521171
unregulated,0.952625245535965,6,1008,1266,0.9423380726698263
math,0.8985169445378957,48,3952,3273,0.9422548120989918
beta,0.9122939197074571,9,3991,3724,0.9419978517722879
effing,0.9831254302890019,8,70,86,0.9418604651162791
lou,0.9050792632489434,49,3951,3817,0.941839140686403
sample,0.8711689606854977,50,3950,2103,0.9415121255349501
dating,0.9036203818616441,24,3976,3641,0.9414995880252678
core,0.8798194595804777,37,3963,2428,0.9411037891268533
n6,0.9207060051600101,80,3275,3273,0.9410326917201345
standards,0.8653396779295651,48,3952,1816,0.9405286343612335
values,0.8644700150444591,30,3970,1781,0.9404828747894441
librarians,0.9068751938620223,3,3997,3737,0.9403264650789404
emphasized,0.9007090671899725,4,3996,3865,0.939974126778784
develop,0.8653351076630288,13,3987,1876,0.9397654584221748
wrecking,0.959545062950221,8,659,844,0.9395734597156398
worrying,0.9126081341457181,41,3959,3541,0.9395650946060435
flips,0.9417808803037664,47,1789,2198,0.9394904458598726
worry,0.8760374389657613,13,3987,2396,0.9394824707846411
bolster,0.9250475231190546,74,2237,2626,0.9394516374714394
ted,0.8998237740271368,837,3163,3460,0.9393063583815029
coke,0.9053906457672756,413,3587,3740,0.9393048128342246
folio,0.8915445538151865,3906,94,3242,0.9392350400987045
levin,0.9232055920416133,93,2456,2813,0.9392108069676502
fouls,0.9553112305809112,126,599,920,0.9391304347826087
replica,0.9442033592260681,7,1511,1885,0.9389920424403183
sara,0.9043072451491095,9,3991,3801,0.9389634306761379
procedures,0.8953445496062169,7,3993,2945,0.9388794567062818
capabilities,0.8993917617142972,7,3993,3825,0.9388235294117647
salon,0.9091771138925872,12,3988,3710,0.9388140161725067
narrator,0.8900931010892544,8,3992,3202,0.938788257339163
anyway,0.8747700769564186,4,3996,2367,0.9387410223912125
flurry,0.9410748151971978,16,1764,2154,0.9387186629526463
teams,0.8663774764058494,144,3856,1940,0.938659793814433
student,0.8257509075729635,19,3981,814,0.9385749385749386
industry,0.8286394042708651,458,3542,1123,0.9385574354407836
operators,0.9039915199625798,18,3982,3772,0.9384941675503712
commissary,0.898506545282851,3851,149,3865,0.9384217335058215
captures,0.9108329970225852,1555,2445,3590,0.9381615598885794
culture,0.8453533909008715,90,3910,1228,0.9381107491856677
hong,0.9021810254703236,14,3986,3684,0.9381107491856677
training,0.851740163567666,47,3953,1244,0.9381028938906752
tilt,0.9192076314994416,205,3066,3228,0.9380421313506815
scholarships,0.9205991019975654,4,2784,2968,0.9380053908355795
pollution,0.8947417993511533,66,3934,3355,0.9380029806259315
iay,0.9666302897215645,258,6,338,0.9378698224852071
test,0.8225294934354387,115,3885,1027,0.937682570593963
zen,0.942567304332539,78,1638,2101,0.9376487386958591
rove,0.941516150391495,560,1185,2127,0.9374706158909262
pence,0.8962993689732954,3613,387,3466,0.9373918061165609
toronto,0.9014833292655733,3,3997,3814,0.9373361300471945
tapes,0.9085928363942144,430,3570,3654,0.9370552818828681
site,0.8559076164922846,26,3974,1333,0.9369842460615154
kip,0.9426941265209937,54,1570,1999,0.9369684842421211
ban,0.898315504595778,80,3920,3621,0.9367578017122342
ave,0.8961108142790298,176,3824,3526,0.9367555303460011
ars,0.906507459441291,249,3751,3654,0.9365079365079365
slid,0.8999284250701134,212,3788,3715,0.9364737550471063
fielder,0.9318446469358496,15,1979,2360,0.9364406779661016
sirens,0.9391829484507914,19,1778,2168,0.9363468634686347
epiphany,0.9480207996248695,6,1117,1397,0.9362920544022906
reckless,0.9225835026087801,32,2384,2715,0.936279926335175
euro,0.9137198534600234,21,3540,3371,0.936220706021952
based,0.794536226173714,3,3997,532,0.9360902255639098
erp,0.9494497475319214,15,928,1181,0.9356477561388654
studies,0.8126488829847704,82,3918,884,0.9355203619909502
medication,0.8951002699776807,5,3995,3824,0.935407949790795
planner,0.919490725303724,16,2876,3043,0.9352612553401248
katie,0.901793919678528,12,3988,3747,0.9351481184947958
players,0.8552106493706854,12,3988,1372,0.935131195335277
amazon,0.8953622642096978,49,3951,3821,0.9350955247317456
effectiveness,0.8939152845257238,2,3998,3432,0.9350233100233101
aids,0.8852741277500854,381,3619,2813,0.9349448986846782
chef,0.8961049346762395,34,3966,3638,0.9348543155579989
nutrients,0.9043736899832925,10,3990,3697,0.9348120097376251
such,0.6872238907978594,1919,2081,92,0.9347826086956522
polo,0.9204156516863321,16,2577,2845,0.934622144112478
fun,0.8601203566507465,150,3850,1911,0.934589220303506
awd,0.9651676774498023,89,260,443,0.9345372460496614
pads,0.9136064855614989,31,3427,3327,0.9344755034565675
cute,0.8975621073245308,92,3908,3797,0.9344219120358177
precipitation,0.9195676138813752,674,1793,2756,0.9343251088534107
denise,0.9159841688128967,4,3179,3179,0.9342560553633218
hall,0.8113825882368435,1853,2147,909,0.933993399339934
vern,0.9618531696655352,85,441,665,0.9338345864661655
ay,0.8677920510635447,3897,103,2266,0.9338040600176523
choices,0.8872809391713478,8,3992,2940,0.9336734693877551
scientist,0.8944382937344104,2,3998,3627,0.9335539012958368
soy,0.8982799028039131,35,3965,3752,0.9333688699360341
perspective,0.8711522607064408,42,3958,2482,0.9331184528605962
freshly,0.8933596236823129,10,3990,3826,0.9330893883951908
hits,0.8799398230505728,12,3988,3108,0.9330759330759331
legendary,0.8963501791322258,19,3981,3805,0.9329829172141918
anti,0.8585921086916738,240,3760,1967,0.9328927300457549
heading,0.8900351115448081,89,3911,3425,0.9328467153284672
viewer,0.8978643889528245,24,3976,3743,0.9326743254074272
satellite,0.8957175227347215,34,3966,3679,0.9325903778200598
agreeably,0.8921033255554737,3890,110,3848,0.9324324324324325
cd,0.8931337852289679,629,3371,3565,0.932398316970547
figured,0.8870304712622044,169,3831,3324,0.9323104693140795
health,0.766733271508575,462,3538,398,0.9321608040201005
center,0.7929831540219175,47,3953,560,0.9321428571428572
chuckles,0.945669904725358,3,1072,1339,0.9320388349514563
panel,0.8831240783442972,26,3974,2928,0.9316939890710383
designer,0.8912514578645013,10,3990,3603,0.9314460172078823
jay,0.8832345434946718,1648,2352,2946,0.9314324507807196
donna,0.9001291253269541,150,3850,3718,0.9314147391070468
fbr,0.9432317538148771,1010,93,1369,0.9313367421475529
desserts,0.9186191921098399,3,2364,2679,0.931317655841732
formulas,0.9312075751121808,26,1900,2291,0.9310344827586207
winning,0.8676518312931297,50,3950,2403,0.9309196837286725
immigration,0.8772161050537826,7,3993,3083,0.9309114498864742
gear,0.8836568501863006,25,3975,3299,0.9308881479236132
laboratory,0.8785700224317209,66,3934,3266,0.9304960195958358
ranking,0.890438025970096,40,3960,3823,0.9304211352341093
rosebud,0.9647419505095942,5,316,402,0.9303482587064676
traffic,0.8695709767857807,153,3847,2465,0.9302231237322515
accessibility,0.9230904089835013,4,2036,2406,0.9301745635910225
panels,0.8892450019312264,17,3983,3834,0.9300991131977048
ap,0.8775160769250041,587,3413,2886,0.93000693000693
shuttles,0.9461428508539397,18,702,914,0.9299781181619255
greenhouse,0.8940237687451802,13,3987,3805,0.9298291721419185
rect,0.9571481331045029,517,22,684,0.9298245614035088
suppliers,0.902961759606139,9,3991,3533,0.9298046985564676
slate,0.8801696046231384,2821,1179,3351,0.9295732617129215
memorial,0.8721170378942401,1808,2192,2752,0.9295058139534884
ml,0.9021457545786544,239,3761,3586,0.9294478527607362
nbi,0.9822106815984877,6,71,85,0.9294117647058824
reproduction,0.8916652902449562,1337,2663,3819,0.9293008641005499
int,0.8523683837619058,125,3875,1979,0.9292572006063669
sci,0.9020329708368682,61,3939,3590,0.9292479108635098
ext,0.8726991437089376,41,3959,2779,0.9291111910759265
kaiser,0.9164649465754402,5,2328,2651,0.9290833647680121
exam,0.8954898278992948,60,3940,3718,0.9287251210328133
genet,0.9213261176521576,1625,455,2437,0.9286007386130488
energy,0.8077150170814501,149,3851,994,0.9285714285714286
editorial,0.8923218510102623,14,3986,3731,0.9284374162422943
tandem,0.9282645357058595,119,1792,2271,0.9282254513430207
fatigues,0.935246427888699,992,502,1853,0.9282245008094981
developed,0.8417509630366535,22,3978,1573,0.9281627463445645
gunning,0.9428116601835855,306,522,1044,0.9281609195402298
hal,0.9030890701697084,1034,2966,3506,0.9281232173416999
speeding,0.9125601021082392,11,2622,2872,0.927924791086351
bason,0.9596131678718286,488,20,638,0.9278996865203761
financially,0.896042388904294,3,3997,3680,0.9277173913043478
array,0.8872017558296026,364,3636,3638,0.9274326553051127
equipment,0.8616740154020066,72,3928,2246,0.927426536064114
areas,0.8304732041314314,8,3992,1223,0.9272281275551921
explosive,0.8962708415467241,9,3991,3648,0.9270833333333334
anecdotal,0.9365281888047152,3,1634,2013,0.9269746646795827
tx,0.9187920642972798,115,2060,2504,0.9269169329073482
jia,0.9621562110362551,21,296,396,0.9267676767676768
amp,0.8403696343777257,1,3999,1444,0.9265927977839336
impact,0.8415190010785338,3,3997,1577,0.9264426125554851
clinical,0.8705400588501857,6,3994,2773,0.9264334655607646
locker,0.8892086433271994,27,3973,3814,0.9263240692186681
ineffective,0.9093295436437902,13,2926,3066,0.9262883235485975
sonic,0.9365661324088337,32,1357,1720,0.9261627906976744
level,0.8027740125184033,86,3914,662,0.9259818731117825
performance,0.8071633145458461,246,3754,1078,0.9257884972170687
disney,0.8882827853585126,69,3931,3702,0.9257158292814694
brig,0.8724412639123048,3801,199,3161,0.9256564378361278
paralyzed,0.9095246194462845,7,2496,2782,0.9255930984902947
ripple,0.9329814127527561,6,1669,2053,0.9254749147588894
commitment,0.8685924886490628,131,3869,2758,0.9253081943437274
shrugged,0.8828722082540108,6,3994,3652,0.9252464403066812
fla,0.8885229207824412,97,3903,3798,0.9252238020010531
incidence,0.8895894724862307,9,3991,3807,0.9251379038613081
recalls,0.8730579698720977,24,3976,3272,0.9251222493887531
shane,0.9117878618301984,26,2242,2587,0.9250096637031311
trails,0.8862870496807194,22,3978,3820,0.9246073298429319
tackle,0.8884935337102692,206,3794,3792,0.92457805907173
timing,0.8876047387466649,15,3985,3801,0.9244935543278084
resolve,0.8647677005879162,2684,1316,2487,0.9244069159630076
trek,0.894638337097786,3,3997,3616,0.9242256637168141
clutter,0.9312935339360048,12,1714,2111,0.9242065371861677
regis,0.908795819622831,1261,1243,2783,0.9241825368307581
rodriguez,0.8896833985130684,9,3991,3783,0.9241342849590273
stress,0.8542655839687457,122,3878,2250,0.924
related,0.8217091731676396,278,3722,1179,0.9236641221374046
torres,0.923285964656012,6,1897,2264,0.9235865724381626
roosevelt,0.8808152283150896,69,3931,3829,0.9234787150692086
grade,0.8415657980729584,83,3917,1852,0.9233261339092873
design,0.8061218008520369,879,3121,1094,0.923217550274223
gifted,0.8774107142939727,37,3963,3487,0.9231431029538285
app,0.8803812177842163,307,3693,3835,0.9230769230769231
retrieved,0.8857691778056217,58,3942,3821,0.9230567914158597
domestic violence,0.9058982025530381,93,2814,3049,0.922925549360446
farina,0.9629130762423598,45,170,272,0.9227941176470589
golf,0.8633667509122348,2,3998,2551,0.9227753822030577
pet,0.8854021988691393,433,3567,3714,0.9227248249865374
venue,0.9032866346698694,95,3239,3269,0.9226063016212909
firms,0.8709589804938923,10,3990,2915,0.9224699828473414
meaningless,0.9083892475507055,3,2388,2695,0.9224489795918367
heritage,0.8764644790726582,92,3908,3491,0.9223718132340304
game,0.7855794693745288,48,3952,578,0.9221453287197232
pep,0.9359580796618456,32,1215,1561,0.9218449711723254
littleton,0.9041158606141334,333,2517,3016,0.9217506631299734
protesters,0.8904452360879326,37,3963,3705,0.921727395411606
roy,0.8817793999415683,166,3834,3714,0.9216478190630049
clinton,0.8341442709432847,384,3616,1542,0.9215304798962386
terrorists,0.8791503217878085,11,3989,3834,0.9214919144496609
ticks,0.9236047301919661,267,1543,2178,0.9214876033057852
ace,0.8840884175979061,263,3737,3819,0.9214454045561665
vr,0.9213423237838045,208,1741,2311,0.9212462137602769
challenging,0.8759344112918824,32,3968,3466,0.9212348528563186
relatively,0.8512380184569569,51,3949,2202,0.9209809264305178
units,0.8702434271584324,22,3978,2898,0.9209799861973775
sponsored,0.8777238170502281,3,3997,3629,0.9209148525764673
athletic,0.8706840331990982,35,3965,3350,0.9208955223880597
yr,0.8714928888852862,3691,309,3366,0.9206773618538324
base,0.834094429175288,336,3664,1676,0.9206443914081146
sites,0.8512443776845533,8,3992,2268,0.9206349206349206
cubs,0.8786011037139777,15,3985,3848,0.9204781704781705
